STATION_ID,FROM_DATE,TO_DATE,RELEVANT_DATUM,STAT_PARAM,STAT_RESOLUTION,RELEVANT_RESOLUTION,STAT_PERIOD
2533,13.01.1949,25.03.1951,FALSE,DWDObservationParameterSet.WATER_EQUIVALENT,DWDObservationResolution.DAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.04.1951,FALSE,DWDObservationParameterSet.PRESSURE,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.01.1951,31.12.1976,FALSE,DWDObservationParameterSet.TEMPERATURE_SOIL,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2533,01.01.1951,31.12.1976,FALSE,DWDObservationParameterSet.TEMPERATURE_SOIL,DWDObservationResolution.DAILY,,DWDObservationPeriod.HISTORICAL
2535,01.01.1951,31.12.1976,FALSE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.DAILY,,DWDObservationPeriod.HISTORICAL
2535,01.01.1951,31.12.1976,FALSE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.MONTHLY,,DWDObservationPeriod.HISTORICAL
2535,01.01.1951,31.12.1976,FALSE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.ANNUAL,,DWDObservationPeriod.HISTORICAL
2533,01.01.1947,31.12.1976,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.ANNUAL,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.WIND,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.CLOUDINESS,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.VISIBILITY,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.MOISTURE,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.SOIL,DWDObservationResolution.SUBDAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.CLIMATE_SUMMARY,DWDObservationResolution.DAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.DAILY,,DWDObservationPeriod.HISTORICAL
2533,01.07.1946,30.06.1977,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.MONTHLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1979,31.12.2002,FALSE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1979,31.12.2002,FALSE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.HOURLY,,DWDObservationPeriod.RECENT
2532,01.01.1979,31.12.2002,FALSE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.DAILY,,DWDObservationPeriod.RECENT
2532,01.01.1949,30.10.2013,FALSE,DWDObservationParameterSet.CLOUDINESS,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1949,30.10.2013,FALSE,DWDObservationParameterSet.VISIBILITY,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,01.01.1948,31.10.2013,FALSE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.TEMPERATURE_EXTREME,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.WIND_EXTREME,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,02.09.1999,31.10.2013,FALSE,DWDObservationParameterSet.WIND,DWDObservationResolution.MINUTE_10,,DWDObservationPeriod.HISTORICAL
2532,01.01.1954,31.10.2013,FALSE,DWDObservationParameterSet.WIND,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,19.04.2000,01.11.2013,FALSE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1949,01.11.2013,FALSE,DWDObservationParameterSet.CLOUD_TYPE,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1949,01.11.2013,FALSE,DWDObservationParameterSet.DEW_POINT,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1949,01.11.2013,FALSE,DWDObservationParameterSet.PRESSURE,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
2532,01.01.1949,01.11.2013,FALSE,DWDObservationParameterSet.WIND_SYNOPTIC,DWDObservationResolution.HOURLY,,DWDObservationPeriod.HISTORICAL
1691,01.01.1928,31.12.2015,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.ANNUAL,,DWDObservationPeriod.RECENT
2184,21.02.2005,04.02.2018,FALSE,DWDObservationParameterSet.WATER_EQUIVALENT,DWDObservationResolution.DAILY,,DWDObservationPeriod.RECENT
5371,01.01.1936,30.09.2019,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.MONTHLY,,DWDObservationPeriod.RECENT
5371,01.01.1936,20.12.2019,FALSE,DWDObservationParameterSet.WEATHER_PHENOMENA,DWDObservationResolution.DAILY,,DWDObservationPeriod.RECENT
15207,01.01.2014,31.12.2019,FALSE,DWDObservationParameterSet.CLIMATE_SUMMARY,DWDObservationResolution.ANNUAL,,DWDObservationPeriod.RECENT
1301,01.01.1921,31.12.2019,FALSE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.ANNUAL,,DWDObservationPeriod.RECENT
15207,01.11.2013,31.10.2020,TRUE,DWDObservationParameterSet.CLIMATE_SUMMARY,DWDObservationResolution.MONTHLY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,27.11.2020,TRUE,DWDObservationParameterSet.CLIMATE_SUMMARY,DWDObservationResolution.DAILY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,29.11.2020,TRUE,DWDObservationParameterSet.CLOUD_TYPE,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.CLOUDINESS,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.CLOUDINESS,DWDObservationResolution.SUBDAILY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.DEW_POINT,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.MOISTURE,DWDObservationResolution.SUBDAILY,TRUE,DWDObservationPeriod.RECENT
15207,31.10.2013,10.10.2020,TRUE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.MINUTE_1,FALSE,DWDObservationPeriod.NOW
15207,31.10.2013,27.11.2020,TRUE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.MINUTE_1,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,27.11.2020,TRUE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.PRECIPITATION,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.NOW
1301,01.01.1921,31.10.2020,TRUE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.MONTHLY,FALSE,DWDObservationPeriod.RECENT
1301,01.01.1941,01.11.2020,TRUE,DWDObservationParameterSet.PRECIPITATION_MORE,DWDObservationResolution.DAILY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.PRESSURE,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.PRESSURE,DWDObservationResolution.SUBDAILY,FALSE,DWDObservationPeriod.RECENT
1504,01.04.2001,26.11.2020,TRUE,DWDObservationParameterSet.SOIL,DWDObservationResolution.SUBDAILY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.MINUTE_10,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.SOLAR,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.NOW
15207,01.11.2013,26.11.2020,TRUE,DWDObservationParameterSet.SUNSHINE_DURATION,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.NOW
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_AIR,DWDObservationResolution.SUBDAILY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_EXTREME,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_EXTREME,DWDObservationResolution.MINUTE_10,TRUE,DWDObservationPeriod.NOW
15207,01.11.2013,26.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_SOIL,DWDObservationResolution.DAILY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.TEMPERATURE_SOIL,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,27.11.2020,TRUE,DWDObservationParameterSet.VISIBILITY,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.VISIBILITY,DWDObservationResolution.SUBDAILY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.NOW
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND,DWDObservationResolution.SUBDAILY,FALSE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND_EXTREME,DWDObservationResolution.MINUTE_10,TRUE,DWDObservationPeriod.RECENT
15207,01.11.2013,28.11.2020,TRUE,DWDObservationParameterSet.WIND_EXTREME,DWDObservationResolution.MINUTE_10,FALSE,DWDObservationPeriod.NOW
15207,01.11.2013,27.11.2020,TRUE,DWDObservationParameterSet.WIND_SYNOPTIC,DWDObservationResolution.HOURLY,TRUE,DWDObservationPeriod.RECENT
